,country,year,sex,age,suicides_no,population,suicidesper100pop,gdp_for_year,gdp_per_capita,generation,name,iso_abr
6165,Ireland,2011,male,25-34 years,100,369966,27.03,239018536582,56655,Millenials,Ireland,IRL
6166,Ireland,2011,male,15-24 years,78,292307,26.68,239018536582,56655,Millenials,Ireland,IRL
6167,Ireland,2011,male,55-74 years,78,379505,20.55,239018536582,56655,Boomers,Ireland,IRL
6168,Ireland,2011,male,75+ years,11,93030,11.82,239018536582,56655,Silent,Ireland,IRL
6169,Ireland,2011,female,25-34 years,27,386278,6.99,239018536582,56655,Millenials,Ireland,IRL
6170,Ireland,2011,female,35-54 years,38,634499,5.99,239018536582,56655,Generation X,Ireland,IRL
6171,Ireland,2011,female,15-24 years,16,287304,5.57,239018536582,56655,Millenials,Ireland,IRL
6172,Ireland,2011,female,55-74 years,15,383177,3.91,239018536582,56655,Boomers,Ireland,IRL
6173,Ireland,2011,female,5-14 years,0,302715,0.0,239018536582,56655,Generation Z,Ireland,IRL
6174,Ireland,2011,female,75+ years,0,136335,0.0,239018536582,56655,Silent,Ireland,IRL
6175,Ireland,2011,male,5-14 years,0,317962,0.0,239018536582,56655,Generation Z,Ireland,IRL
6176,Ireland,2012,male,35-54 years,192,641319,29.94,225571853194,53443,Generation X,Ireland,IRL
6177,Ireland,2012,male,25-34 years,89,354740,25.09,225571853194,53443,Millenials,Ireland,IRL
6178,Ireland,2012,male,55-74 years,89,388705,22.9,225571853194,53443,Boomers,Ireland,IRL
6179,Ireland,2012,male,15-24 years,59,279882,21.08,225571853194,53443,Millenials,Ireland,IRL
6180,Ireland,2012,male,75+ years,14,96459,14.51,225571853194,53443,Silent,Ireland,IRL
6181,Ireland,2012,female,35-54 years,42,645023,6.51,225571853194,53443,Generation X,Ireland,IRL
6182,Ireland,2012,female,15-24 years,16,273610,5.85,225571853194,53443,Millenials,Ireland,IRL
6183,Ireland,2012,female,25-34 years,20,378732,5.28,225571853194,53443,Millenials,Ireland,IRL
6184,Ireland,2012,female,55-74 years,15,393497,3.81,225571853194,53443,Boomers,Ireland,IRL
6185,Ireland,2012,female,75+ years,2,138663,1.44,225571853194,53443,Silent,Ireland,IRL
6186,Ireland,2012,male,5-14 years,3,322478,0.93,225571853194,53443,Generation Z,Ireland,IRL
6187,Ireland,2012,female,5-14 years,1,307698,0.32,225571853194,53443,Generation Z,Ireland,IRL
6188,Ireland,2013,male,35-54 years,169,648165,26.07,239389340720,56628,Generation X,Ireland,IRL
6189,Ireland,2013,male,55-74 years,102,397875,25.64,239389340720,56628,Boomers,Ireland,IRL
6190,Ireland,2013,male,25-34 years,68,341171,19.93,239389340720,56628,Millenials,Ireland,IRL
6191,Ireland,2013,male,15-24 years,44,273178,16.11,239389340720,56628,Millenials,Ireland,IRL
6192,Ireland,2013,female,25-34 years,24,366261,6.55,239389340720,56628,Millenials,Ireland,IRL
6193,Ireland,2013,female,35-54 years,42,653648,6.43,239389340720,56628,Generation X,Ireland,IRL
6194,Ireland,2013,male,75+ years,6,99538,6.03,239389340720,56628,Silent,Ireland,IRL
6195,Ireland,2013,female,55-74 years,18,404503,4.45,239389340720,56628,Boomers,Ireland,IRL
6196,Ireland,2013,female,15-24 years,9,260127,3.46,239389340720,56628,Millenials,Ireland,IRL
6197,Ireland,2013,female,75+ years,3,140976,2.13,239389340720,56628,Silent,Ireland,IRL
6198,Ireland,2013,male,5-14 years,2,327603,0.61,239389340720,56628,Generation Z,Ireland,IRL
6199,Ireland,2013,female,5-14 years,0,314333,0.0,239389340720,56628,Generation Z,Ireland,IRL
6200,Ireland,2014,male,35-54 years,165,675986,24.41,258099014042,59634,Generation X,Ireland,IRL
6201,Ireland,2014,male,25-34 years,80,337977,23.67,258099014042,59634,Millenials,Ireland,IRL
6202,Ireland,2014,male,15-24 years,63,267635,23.54,258099014042,59634,Millenials,Ireland,IRL
6203,Ireland,2014,male,55-74 years,81,421555,19.21,258099014042,59634,Boomers,Ireland,IRL
6204,Ireland,2014,male,75+ years,8,103238,7.75,258099014042,59634,Silent,Ireland,IRL
6205,Ireland,2014,female,35-54 years,39,678830,5.75,258099014042,59634,Generation X,Ireland,IRL
6206,Ireland,2014,female,25-34 years,20,353379,5.66,258099014042,59634,Millenials,Ireland,IRL
6207,Ireland,2014,female,15-24 years,11,261032,4.21,258099014042,59634,Millenials,Ireland,IRL
6208,Ireland,2014,female,55-74 years,15,432815,3.47,258099014042,59634,Boomers,Ireland,IRL
6209,Ireland,2014,female,75+ years,2,141441,1.41,258099014042,59634,Silent,Ireland,IRL
6210,Ireland,2014,male,5-14 years,2,335330,0.6,258099014042,59634,Generation Z,Ireland,IRL
6211,Ireland,2014,female,5-14 years,0,318825,0.0,258099014042,59634,Generation Z,Ireland,IRL
6212,Israel,2002,male,75+ years,28,117146,23.9,121069378150,20536,Silent,Israel,ISR
6213,Israel,2002,male,35-54 years,99,732491,13.52,121069378150,20536,Boomers,Israel,ISR
6214,Israel,2002,male,55-74 years,45,377599,11.92,121069378150,20536,Silent,Israel,ISR
6215,Israel,2002,male,25-34 years,59,496115,11.89,121069378150,20536,Generation X,Israel,ISR
6216,Israel,2002,male,15-24 years,60,561947,10.68,121069378150,20536,Millenials,Israel,ISR
6217,Israel,2002,female,75+ years,14,173506,8.07,121069378150,20536,Silent,Israel,ISR
6218,Israel,2002,female,55-74 years,20,441786,4.53,121069378150,20536,Silent,Israel,ISR
6219,Israel,2002,female,35-54 years,31,773340,4.01,121069378150,20536,Boomers,Israel,ISR
6220,Israel,2002,female,15-24 years,14,540419,2.59,121069378150,20536,Millenials,Israel,ISR
6221,Israel,2002,female,25-34 years,10,490754,2.04,121069378150,20536,Generation X,Israel,ISR
6222,Israel,2002,female,5-14 years,2,580138,0.34,121069378150,20536,Millenials,Israel,ISR
6223,Israel,2002,male,5-14 years,0,610267,0.0,121069378150,20536,Millenials,Israel,ISR
6224,Israel,2003,male,75+ years,28,120134,23.31,126864966909,21133,Silent,Israel,ISR
6225,Israel,2003,male,55-74 years,70,393481,17.79,126864966909,21133,Silent,Israel,ISR
6226,Israel,2003,male,35-54 years,125,739587,16.9,126864966909,21133,Boomers,Israel,ISR
6227,Israel,2003,male,25-34 years,57,509736,11.18,126864966909,21133,Generation X,Israel,ISR
6228,Israel,2003,male,15-24 years,62,566251,10.95,126864966909,21133,Millenials,Israel,ISR
6229,Israel,2003,female,75+ years,10,178813,5.59,126864966909,21133,Silent,Israel,ISR
6230,Israel,2003,female,55-74 years,24,457426,5.25,126864966909,21133,Silent,Israel,ISR
6231,Israel,2003,female,35-54 years,25,779552,3.21,126864966909,21133,Boomers,Israel,ISR
6232,Israel,2003,female,25-34 years,8,503837,1.59,126864966909,21133,Generation X,Israel,ISR
6233,Israel,2003,female,15-24 years,5,544294,0.92,126864966909,21133,Millenials,Israel,ISR
6234,Israel,2003,male,5-14 years,3,620511,0.48,126864966909,21133,Millenials,Israel,ISR
6235,Israel,2003,female,5-14 years,0,589505,0.0,126864966909,21133,Millenials,Israel,ISR
6236,Israel,2004,male,75+ years,30,123028,24.38,135445033199,22168,Silent,Israel,ISR
6237,Israel,2004,male,55-74 years,65,407467,15.95,135445033199,22168,Silent,Israel,ISR
6238,Israel,2004,male,25-34 years,66,520746,12.67,135445033199,22168,Generation X,Israel,ISR
6239,Israel,2004,male,35-54 years,90,749833,12.0,135445033199,22168,Boomers,Israel,ISR
6240,Israel,2004,male,15-24 years,68,570981,11.91,135445033199,22168,Millenials,Israel,ISR
6241,Israel,2004,female,75+ years,16,183915,8.7,135445033199,22168,Silent,Israel,ISR
6242,Israel,2004,female,55-74 years,18,471206,3.82,135445033199,22168,Silent,Israel,ISR
6243,Israel,2004,female,35-54 years,30,788499,3.8,135445033199,22168,Boomers,Israel,ISR
6244,Israel,2004,female,25-34 years,14,514416,2.72,135445033199,22168,Generation X,Israel,ISR
6245,Israel,2004,female,15-24 years,11,548642,2.0,135445033199,22168,Millenials,Israel,ISR
6246,Israel,2004,female,5-14 years,2,599789,0.33,135445033199,22168,Millenials,Israel,ISR
6247,Israel,2004,male,5-14 years,1,631409,0.16,135445033199,22168,Millenials,Israel,ISR
6248,Israel,2005,male,75+ years,35,126420,27.69,142462925574,22901,Silent,Israel,ISR
6249,Israel,2005,male,55-74 years,52,422405,12.31,142462925574,22901,Silent,Israel,ISR
6250,Israel,2005,male,35-54 years,93,761176,12.22,142462925574,22901,Boomers,Israel,ISR
6251,Israel,2005,female,75+ years,23,188969,12.17,142462925574,22901,Silent,Israel,ISR
6252,Israel,2005,male,15-24 years,66,576279,11.45,142462925574,22901,Millenials,Israel,ISR
6253,Israel,2005,male,25-34 years,56,529472,10.58,142462925574,22901,Generation X,Israel,ISR
6254,Israel,2005,female,55-74 years,26,486213,5.35,142462925574,22901,Silent,Israel,ISR
6255,Israel,2005,female,35-54 years,42,798431,5.26,142462925574,22901,Boomers,Israel,ISR
6256,Israel,2005,female,25-34 years,16,523192,3.06,142462925574,22901,Generation X,Israel,ISR
6257,Israel,2005,female,15-24 years,13,553467,2.35,142462925574,22901,Millenials,Israel,ISR
6258,Israel,2005,male,5-14 years,2,643592,0.31,142462925574,22901,Millenials,Israel,ISR
6259,Israel,2005,female,5-14 years,1,611245,0.16,142462925574,22901,Millenials,Israel,ISR
6260,Israel,2006,male,75+ years,22,129698,16.96,153966916311,24306,Silent,Israel,ISR
6261,Israel,2006,male,55-74 years,61,439413,13.88,153966916311,24306,Silent,Israel,ISR
6262,Israel,2006,male,35-54 years,84,773099,10.87,153966916311,24306,Boomers,Israel,ISR
6263,Israel,2006,male,15-24 years,61,582025,10.48,153966916311,24306,Millenials,Israel,ISR
6264,Israel,2006,male,25-34 years,51,535920,9.52,153966916311,24306,Generation X,Israel,ISR
6265,Israel,2006,female,75+ years,13,193121,6.73,153966916311,24306,Silent,Israel,ISR
6266,Israel,2006,female,35-54 years,31,808874,3.83,153966916311,24306,Boomers,Israel,ISR
6267,Israel,2006,female,15-24 years,18,558626,3.22,153966916311,24306,Millenials,Israel,ISR
6268,Israel,2006,female,55-74 years,15,503743,2.98,153966916311,24306,Silent,Israel,ISR
6269,Israel,2006,female,25-34 years,10,529943,1.89,153966916311,24306,Generation X,Israel,ISR
6270,Israel,2006,female,5-14 years,1,623474,0.16,153966916311,24306,Millenials,Israel,ISR
6271,Israel,2006,male,5-14 years,0,656549,0.0,153966916311,24306,Millenials,Israel,ISR
6272,Israel,2007,male,75+ years,29,132434,21.9,178706717753,27712,Silent,Israel,ISR
6273,Israel,2007,male,55-74 years,50,456922,10.94,178706717753,27712,Silent,Israel,ISR
6274,Israel,2007,male,35-54 years,85,785826,10.82,178706717753,27712,Boomers,Israel,ISR
6275,Israel,2007,male,25-34 years,51,541856,9.41,178706717753,27712,Generation X,Israel,ISR
6276,Israel,2007,male,15-24 years,45,587792,7.66,178706717753,27712,Millenials,Israel,ISR
6277,Israel,2007,female,75+ years,7,196820,3.56,178706717753,27712,Silent,Israel,ISR
6278,Israel,2007,female,35-54 years,23,819830,2.81,178706717753,27712,Boomers,Israel,ISR
6279,Israel,2007,female,55-74 years,13,521935,2.49,178706717753,27712,Silent,Israel,ISR
6280,Israel,2007,female,25-34 years,10,536280,1.86,178706717753,27712,Generation X,Israel,ISR
6281,Israel,2007,female,15-24 years,10,564137,1.77,178706717753,27712,Millenials,Israel,ISR
6282,Israel,2007,male,5-14 years,3,669312,0.45,178706717753,27712,Generation Z,Israel,ISR
6283,Israel,2007,female,5-14 years,0,635670,0.0,178706717753,27712,Generation Z,Israel,ISR
6284,Israel,2008,male,75+ years,43,135142,31.82,215840354627,32874,Silent,Israel,ISR
6285,Israel,2008,male,55-74 years,62,474005,13.08,215840354627,32874,Silent,Israel,ISR
6286,Israel,2008,male,15-24 years,65,592791,10.97,215840354627,32874,Millenials,Israel,ISR
6287,Israel,2008,male,35-54 years,80,799582,10.01,215840354627,32874,Boomers,Israel,ISR
6288,Israel,2008,male,25-34 years,42,548741,7.65,215840354627,32874,Generation X,Israel,ISR
6289,Israel,2008,female,75+ years,11,200835,5.48,215840354627,32874,Silent,Israel,ISR
6290,Israel,2008,female,55-74 years,15,539561,2.78,215840354627,32874,Silent,Israel,ISR
6291,Israel,2008,female,25-34 years,11,543016,2.03,215840354627,32874,Generation X,Israel,ISR
6292,Israel,2008,female,35-54 years,14,831482,1.68,215840354627,32874,Boomers,Israel,ISR
6293,Israel,2008,female,15-24 years,7,569127,1.23,215840354627,32874,Millenials,Israel,ISR
6294,Israel,2008,female,5-14 years,2,648707,0.31,215840354627,32874,Generation Z,Israel,ISR
6295,Israel,2008,male,5-14 years,2,682613,0.29,215840354627,32874,Generation Z,Israel,ISR
6296,Israel,2009,male,75+ years,23,141368,16.27,207419370241,30812,Silent,Israel,ISR
6297,Israel,2009,male,55-74 years,77,499108,15.43,207419370241,30812,Silent,Israel,ISR
6298,Israel,2009,male,25-34 years,67,557283,12.02,207419370241,30812,Generation X,Israel,ISR
6299,Israel,2009,male,35-54 years,91,836965,10.87,207419370241,30812,Boomers,Israel,ISR
6300,Israel,2009,male,15-24 years,48,597179,8.04,207419370241,30812,Millenials,Israel,ISR
6301,Israel,2009,female,55-74 years,22,562448,3.91,207419370241,30812,Silent,Israel,ISR
6302,Israel,2009,female,75+ years,8,208438,3.84,207419370241,30812,Silent,Israel,ISR
6303,Israel,2009,female,35-54 years,32,866442,3.69,207419370241,30812,Boomers,Israel,ISR
6304,Israel,2009,female,25-34 years,18,555764,3.24,207419370241,30812,Generation X,Israel,ISR
6305,Israel,2009,female,15-24 years,13,573738,2.27,207419370241,30812,Millenials,Israel,ISR
6306,Israel,2009,male,5-14 years,4,683070,0.59,207419370241,30812,Generation Z,Israel,ISR
6307,Israel,2009,female,5-14 years,1,650032,0.15,207419370241,30812,Generation Z,Israel,ISR
6308,Israel,2010,male,75+ years,40,145554,27.48,233609522091,34104,Silent,Israel,ISR
6309,Israel,2010,male,55-74 years,93,515880,18.03,233609522091,34104,Silent,Israel,ISR
6310,Israel,2010,male,35-54 years,119,854628,13.92,233609522091,34104,Generation X,Israel,ISR
6311,Israel,2010,male,25-34 years,77,561408,13.72,233609522091,34104,Generation X,Israel,ISR
6312,Israel,2010,male,15-24 years,63,600681,10.49,233609522091,34104,Millenials,Israel,ISR
6313,Israel,2010,female,75+ years,9,213458,4.22,233609522091,34104,Silent,Israel,ISR
6314,Israel,2010,female,55-74 years,22,580202,3.79,233609522091,34104,Silent,Israel,ISR
6315,Israel,2010,female,35-54 years,33,882268,3.74,233609522091,34104,Generation X,Israel,ISR
6316,Israel,2010,female,15-24 years,10,576967,1.73,233609522091,34104,Millenials,Israel,ISR
6317,Israel,2010,female,25-34 years,9,559584,1.61,233609522091,34104,Generation X,Israel,ISR
6318,Israel,2010,female,5-14 years,3,662543,0.45,233609522091,34104,Generation Z,Israel,ISR
6319,Israel,2010,male,5-14 years,2,696652,0.29,233609522091,34104,Generation Z,Israel,ISR
6320,Israel,2011,male,75+ years,44,150875,29.16,261628548084,37528,Silent,Israel,ISR
6321,Israel,2011,male,55-74 years,80,532080,15.04,261628548084,37528,Boomers,Israel,ISR
6322,Israel,2011,male,35-54 years,111,872269,12.73,261628548084,37528,Generation X,Israel,ISR
6323,Israel,2011,male,25-34 years,45,560802,8.02,261628548084,37528,Millenials,Israel,ISR
6324,Israel,2011,male,15-24 years,41,605530,6.77,261628548084,37528,Millenials,Israel,ISR
6325,Israel,2011,female,55-74 years,30,598715,5.01,261628548084,37528,Boomers,Israel,ISR
6326,Israel,2011,female,75+ years,7,220868,3.17,261628548084,37528,Silent,Israel,ISR
6327,Israel,2011,female,25-34 years,16,559719,2.86,261628548084,37528,Millenials,Israel,ISR
6328,Israel,2011,female,35-54 years,22,899777,2.45,261628548084,37528,Generation X,Israel,ISR
6329,Israel,2011,female,15-24 years,12,583108,2.06,261628548084,37528,Millenials,Israel,ISR
6330,Israel,2011,male,5-14 years,1,712716,0.14,261628548084,37528,Generation Z,Israel,ISR
6331,Israel,2011,female,5-14 years,0,675036,0.0,261628548084,37528,Generation Z,Israel,ISR
6332,Israel,2012,male,75+ years,33,154818,21.32,257296579579,36263,Silent,Israel,ISR
6333,Israel,2012,male,55-74 years,93,546015,17.03,257296579579,36263,Boomers,Israel,ISR
6334,Israel,2012,male,35-54 years,131,890948,14.7,257296579579,36263,Generation X,Israel,ISR
6335,Israel,2012,male,25-34 years,57,568580,10.02,257296579579,36263,Millenials,Israel,ISR
6336,Israel,2012,male,15-24 years,32,614618,5.21,257296579579,36263,Millenials,Israel,ISR
6337,Israel,2012,female,75+ years,9,224319,4.01,257296579579,36263,Silent,Israel,ISR
6338,Israel,2012,female,55-74 years,24,612293,3.92,257296579579,36263,Boomers,Israel,ISR
6339,Israel,2012,female,25-34 years,17,566255,3.0,257296579579,36263,Millenials,Israel,ISR
6340,Israel,2012,female,15-24 years,13,589147,2.21,257296579579,36263,Millenials,Israel,ISR
6341,Israel,2012,female,35-54 years,18,916404,1.96,257296579579,36263,Generation X,Israel,ISR
6342,Israel,2012,male,5-14 years,3,723667,0.41,257296579579,36263,Generation Z,Israel,ISR
6343,Israel,2012,female,5-14 years,0,688296,0.0,257296579579,36263,Generation Z,Israel,ISR
6344,Israel,2013,male,75+ years,34,160074,21.24,292489185194,40477,Silent,Israel,ISR
6345,Israel,2013,male,55-74 years,71,560632,12.66,292489185194,40477,Boomers,Israel,ISR
6346,Israel,2013,male,35-54 years,102,907964,11.23,292489185194,40477,Generation X,Israel,ISR
6347,Israel,2013,male,25-34 years,47,574069,8.19,292489185194,40477,Millenials,Israel,ISR
6348,Israel,2013,female,75+ years,12,230693,5.2,292489185194,40477,Silent,Israel,ISR
6349,Israel,2013,male,15-24 years,30,623751,4.81,292489185194,40477,Millenials,Israel,ISR
6350,Israel,2013,female,55-74 years,23,627505,3.67,292489185194,40477,Boomers,Israel,ISR
6351,Israel,2013,female,35-54 years,26,932764,2.79,292489185194,40477,Generation X,Israel,ISR
6352,Israel,2013,female,25-34 years,15,571000,2.63,292489185194,40477,Millenials,Israel,ISR
6353,Israel,2013,male,5-14 years,7,737875,0.95,292489185194,40477,Generation Z,Israel,ISR
6354,Israel,2013,female,15-24 years,5,597664,0.84,292489185194,40477,Millenials,Israel,ISR
6355,Israel,2013,female,5-14 years,0,702017,0.0,292489185194,40477,Generation Z,Israel,ISR
6356,Israel,2014,male,75+ years,32,164959,19.4,308416982140,41869,Silent,Israel,ISR
6357,Israel,2014,male,35-54 years,125,925543,13.51,308416982140,41869,Generation X,Israel,ISR
6358,Israel,2014,male,55-74 years,54,577076,9.36,308416982140,41869,Boomers,Israel,ISR
6359,Israel,2014,male,25-34 years,41,580208,7.07,308416982140,41869,Millenials,Israel,ISR
6360,Israel,2014,male,15-24 years,35,633544,5.52,308416982140,41869,Millenials,Israel,ISR
6361,Israel,2014,female,75+ years,11,236381,4.65,308416982140,41869,Silent,Israel,ISR
6362,Israel,2014,female,55-74 years,24,645102,3.72,308416982140,41869,Boomers,Israel,ISR
6363,Israel,2014,female,35-54 years,29,949566,3.05,308416982140,41869,Generation X,Israel,ISR
6364,Israel,2014,female,25-34 years,13,576407,2.26,308416982140,41869,Millenials,Israel,ISR
6365,Israel,2014,female,15-24 years,10,607031,1.65,308416982140,41869,Millenials,Israel,ISR
6366,Israel,2014,male,5-14 years,7,753317,0.93,308416982140,41869,Generation Z,Israel,ISR
6367,Israel,2014,female,5-14 years,1,717118,0.14,308416982140,41869,Generation Z,Israel,ISR
6368,Israel,2015,male,75+ years,30,168826,17.77,299093839690,39793,Silent,Israel,ISR
6369,Israel,2015,male,55-74 years,65,595247,10.92,299093839690,39793,Boomers,Israel,ISR
6370,Israel,2015,male,35-54 years,92,944406,9.74,299093839690,39793,Generation X,Israel,ISR
6371,Israel,2015,male,25-34 years,45,586251,7.68,299093839690,39793,Millenials,Israel,ISR
6372,Israel,2015,female,75+ years,14,241083,5.81,299093839690,39793,Silent,Israel,ISR
6373,Israel,2015,male,15-24 years,35,644674,5.43,299093839690,39793,Millenials,Israel,ISR
6374,Israel,2015,female,55-74 years,17,664823,2.56,299093839690,39793,Boomers,Israel,ISR
6375,Israel,2015,female,25-34 years,13,581972,2.23,299093839690,39793,Millenials,Israel,ISR
6376,Israel,2015,female,35-54 years,20,967412,2.07,299093839690,39793,Generation X,Israel,ISR
6377,Israel,2015,female,15-24 years,8,617440,1.3,299093839690,39793,Millenials,Israel,ISR
6378,Israel,2015,male,5-14 years,2,770443,0.26,299093839690,39793,Generation Z,Israel,ISR
6379,Israel,2015,female,5-14 years,1,733603,0.14,299093839690,39793,Generation Z,Israel,ISR
6380,Italy,2002,male,75+ years,562,1761131,31.91,1266510634293,23227,Silent,Italy,ITA
6381,Italy,2002,male,55-74 years,945,5974353,15.82,1266510634293,23227,Silent,Italy,ITA
6382,Italy,2002,male,35-54 years,949,8173149,11.61,1266510634293,23227,Boomers,Italy,ITA
6383,Italy,2002,male,25-34 years,475,4396666,10.8,1266510634293,23227,Generation X,Italy,ITA
6384,Italy,2002,male,15-24 years,208,3197550,6.5,1266510634293,23227,Millenials,Italy,ITA
6385,Italy,2002,female,75+ years,180,3107879,5.79,1266510634293,23227,Silent,Italy,ITA
6386,Italy,2002,female,55-74 years,323,6785890,4.76,1266510634293,23227,Silent,Italy,ITA
6387,Italy,2002,female,35-54 years,277,8243211,3.36,1266510634293,23227,Boomers,Italy,ITA
6388,Italy,2002,female,25-34 years,92,4321886,2.13,1266510634293,23227,Generation X,Italy,ITA
6389,Italy,2002,female,15-24 years,47,3067858,1.53,1266510634293,23227,Millenials,Italy,ITA
6390,Italy,2002,male,5-14 years,6,2823980,0.21,1266510634293,23227,Millenials,Italy,ITA
6391,Italy,2002,female,5-14 years,5,2673289,0.19,1266510634293,23227,Millenials,Italy,ITA
6392,Italy,2003,male,75+ years,612,1829091,33.46,1569649661400,28572,Silent,Italy,ITA
6393,Italy,2003,male,55-74 years,904,6071347,14.89,1569649661400,28572,Silent,Italy,ITA
6394,Italy,2003,male,35-54 years,951,8301977,11.46,1569649661400,28572,Boomers,Italy,ITA
6395,Italy,2003,male,25-34 years,411,4369896,9.41,1569649661400,28572,Generation X,Italy,ITA
6396,Italy,2003,female,75+ years,200,3206881,6.24,1569649661400,28572,Silent,Italy,ITA
6397,Italy,2003,male,15-24 years,194,3148851,6.16,1569649661400,28572,Millenials,Italy,ITA
6398,Italy,2003,female,55-74 years,340,6855153,4.96,1569649661400,28572,Silent,Italy,ITA
6399,Italy,2003,female,35-54 years,306,8361833,3.66,1569649661400,28572,Boomers,Italy,ITA
6400,Italy,2003,female,25-34 years,108,4280768,2.52,1569649661400,28572,Generation X,Italy,ITA
6401,Italy,2003,female,15-24 years,39,3009624,1.3,1569649661400,28572,Millenials,Italy,ITA
6402,Italy,2003,male,5-14 years,6,2828021,0.21,1569649661400,28572,Millenials,Italy,ITA
6403,Italy,2003,female,5-14 years,4,2674128,0.15,1569649661400,28572,Millenials,Italy,ITA
6404,Italy,2004,male,75+ years,594,1875176,31.68,1798314750435,32704,Silent,Italy,ITA
6405,Italy,2004,male,55-74 years,907,6151811,14.74,1798314750435,32704,Silent,Italy,ITA
6406,Italy,2004,male,35-54 years,937,8349945,11.22,1798314750435,32704,Boomers,Italy,ITA
6407,Italy,2004,male,25-34 years,443,4291800,10.32,1798314750435,32704,Generation X,Italy,ITA
6408,Italy,2004,female,75+ years,193,3248044,5.94,1798314750435,32704,Silent,Italy,ITA
6409,Italy,2004,male,15-24 years,162,3085546,5.25,1798314750435,32704,Millenials,Italy,ITA
6410,Italy,2004,female,55-74 years,303,6894582,4.39,1798314750435,32704,Silent,Italy,ITA
6411,Italy,2004,female,35-54 years,285,8455011,3.37,1798314750435,32704,Boomers,Italy,ITA
6412,Italy,2004,female,25-34 years,107,4225557,2.53,1798314750435,32704,Generation X,Italy,ITA
6413,Italy,2004,female,15-24 years,48,2949057,1.63,1798314750435,32704,Millenials,Italy,ITA
6414,Italy,2004,female,5-14 years,4,2655835,0.15,1798314750435,32704,Millenials,Italy,ITA
6415,Italy,2004,male,5-14 years,3,2805792,0.11,1798314750435,32704,Millenials,Italy,ITA
6416,Italy,2005,male,75+ years,512,1945546,26.32,1852661982341,33536,Silent,Italy,ITA
6417,Italy,2005,male,55-74 years,871,6210417,14.02,1852661982341,33536,Silent,Italy,ITA
6418,Italy,2005,male,35-54 years,899,8462486,10.62,1852661982341,33536,Boomers,Italy,ITA
6419,Italy,2005,male,25-34 years,343,4212476,8.14,1852661982341,33536,Generation X,Italy,ITA
6420,Italy,2005,female,75+ years,190,3344358,5.68,1852661982341,33536,Silent,Italy,ITA
6421,Italy,2005,male,15-24 years,170,3051710,5.57,1852661982341,33536,Millenials,Italy,ITA
6422,Italy,2005,female,55-74 years,336,6930686,4.85,1852661982341,33536,Silent,Italy,ITA
6423,Italy,2005,female,35-54 years,265,8562377,3.09,1852661982341,33536,Boomers,Italy,ITA
6424,Italy,2005,female,25-34 years,105,4143699,2.53,1852661982341,33536,Generation X,Italy,ITA
6425,Italy,2005,female,15-24 years,41,2915662,1.41,1852661982341,33536,Millenials,Italy,ITA
6426,Italy,2005,male,5-14 years,8,2809032,0.28,1852661982341,33536,Millenials,Italy,ITA
6427,Italy,2005,female,5-14 years,2,2656241,0.08,1852661982341,33536,Millenials,Italy,ITA
6428,Italy,2006,male,75+ years,595,2033182,29.26,1942633797516,34578,Silent,Italy,ITA
6429,Italy,2006,male,55-74 years,868,6276820,13.83,1942633797516,34578,Silent,Italy,ITA
6430,Italy,2006,male,35-54 years,885,8738642,10.13,1942633797516,34578,Boomers,Italy,ITA
6431,Italy,2006,male,25-34 years,344,4203703,8.18,1942633797516,34578,Generation X,Italy,ITA
6432,Italy,2006,male,15-24 years,145,3102361,4.67,1942633797516,34578,Millenials,Italy,ITA
6433,Italy,2006,female,75+ years,160,3483117,4.59,1942633797516,34578,Silent,Italy,ITA
6434,Italy,2006,female,55-74 years,274,6982799,3.92,1942633797516,34578,Silent,Italy,ITA
6435,Italy,2006,female,35-54 years,298,8755013,3.4,1942633797516,34578,Boomers,Italy,ITA
6436,Italy,2006,female,25-34 years,86,4103825,2.1,1942633797516,34578,Generation X,Italy,ITA
6437,Italy,2006,female,15-24 years,41,2959122,1.39,1942633797516,34578,Millenials,Italy,ITA
6438,Italy,2006,male,5-14 years,4,2849710,0.14,1942633797516,34578,Millenials,Italy,ITA
6439,Italy,2006,female,5-14 years,0,2692378,0.0,1942633797516,34578,Millenials,Italy,ITA
6440,Italy,2007,male,75+ years,596,2102301,28.35,2203053380783,38935,Silent,Italy,ITA
6441,Italy,2007,male,55-74 years,885,6332745,13.97,2203053380783,38935,Silent,Italy,ITA
6442,Italy,2007,male,35-54 years,883,8888038,9.93,2203053380783,38935,Boomers,Italy,ITA
6443,Italy,2007,male,25-34 years,354,4114889,8.6,2203053380783,38935,Generation X,Italy,ITA
6444,Italy,2007,male,15-24 years,170,3105574,5.47,2203053380783,38935,Millenials,Italy,ITA
6445,Italy,2007,female,75+ years,171,3568393,4.79,2203053380783,38935,Silent,Italy,ITA
6446,Italy,2007,female,55-74 years,274,7020728,3.9,2203053380783,38935,Silent,Italy,ITA
6447,Italy,2007,female,35-54 years,295,8909678,3.31,2203053380783,38935,Boomers,Italy,ITA
6448,Italy,2007,female,25-34 years,84,4028413,2.09,2203053380783,38935,Generation X,Italy,ITA
6449,Italy,2007,female,15-24 years,36,2960065,1.22,2203053380783,38935,Millenials,Italy,ITA
6450,Italy,2007,male,5-14 years,5,2855123,0.18,2203053380783,38935,Generation Z,Italy,ITA
6451,Italy,2007,female,5-14 years,4,2697631,0.15,2203053380783,38935,Generation Z,Italy,ITA
